cluster_id,cluster_type,profile_ids,event_type,primary_asset_or_service,business_function,start_date,end_date,evidence_ids,evidence_count,anchor_evidence_id,anchor_source_type,evidence_strength,entity_summary,impact_keywords,cluster_summary,confidence_score,publishers,urls,last_updated
CL-000041,INCIDENT,SP-006,OUTAGE_IDENTITY,login,Identity & Access Management,2026-01-31,2026-01-31,"EV-E2655ADAAE,EV-E2655ADAAE",2,EV-E2655ADAAE,news,Medium,,outage,OUTAGE_IDENTITY affecting login in Identity & Access Management.,0.75,Meyka,https://news.google.com/rss/articles/CBMimwFBVV95cUxQSFhUUFhaSnRKaW14V2x5Z2xNOHg5WHdNQXUxNDVNMFgybnIycjR3blU2MU9ZV21SSUFaNzlOR0dxeUJISm9YdEhHSzJIQjE2M3NjbEJleDFxc3B3WTNkcHhFSUZQWVF6b01KQjlOX3hiaElKQmhUNUF2a004Z1Y4UFFZYzFRZVVyUUNTU2c0RngwU1hsT2Rmd1Faaw?oc=5,2026-03-18T19:26:56
CL-000042,INCIDENT,SP-005,OUTAGE_IDENTITY,identity,Cloud Infrastructure,2026-02-04,2026-02-04,"EV-76B2C58A9D,EV-76B2C58A9D",2,EV-76B2C58A9D,news,Medium,,outage,OUTAGE_IDENTITY affecting identity in Cloud Infrastructure.,0.75,InfoWorld,https://news.google.com/rss/articles/CBMitAFBVV95cUxOWXZ2NnlYOTVYR1dOeVpyd1B6M2dCOEdxdlBxQzMyZU82TzdsckRKUlRuRklDWmlCa3BYZlhGdTNINzNwNmd3RjYzWUs2NmZRRGNrZGFxclZSRHBTVF9kSzdNM3hEYThWWWRyOV9GVEVwRUk0UHhCbkRVYkpCSjIwNnBQNjhsUF9yWm5xSXMxaUxUSjFVWm1JZHJhVGVyUC1oMXRtUjNJVmVjUmdBUlVsbkRQUWQ?oc=5,2026-03-18T19:26:56
CL-000043,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-02-06,2026-02-06,"EV-9EDFEF11CC,EV-9EDFEF11CC",2,EV-9EDFEF11CC,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,American Banker,https://news.google.com/rss/articles/CBMimgFBVV95cUxNN2NIWWRCVktxSG5tX3hqdEtOMHFfREwtMDh6Q1U4NkJpakY3aXNJb3NPMmt4OHpuS1hqTDJKMGhtblk4THpiMHdjdUpobFdXVHFwOFo1X3hWY1ljdWQ1MWI1dmM2d2JmVzVNMF9SVVU2WWNmWG90LWhfLVIwRGZjSEdiYUZBdGJsRFFrWHp2NHlLS0xDVWJzYzBn?oc=5,2026-03-18T19:26:56
CL-000044,INCIDENT,SP-004,OUTAGE_NETWORK,network,Transportation & Logistics,2026-02-10,2026-02-10,"EV-1611337CA0,EV-1611337CA0",2,EV-1611337CA0,news,Medium,,outage,OUTAGE_NETWORK affecting network in Transportation & Logistics.,0.75,Yahoo Finance,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPdTRkZ1F6T0hubEQtYWVMa2txMWYtbUN3eVVCcy1pVU0yR1VxOEgxa241ZFFCcVJQaEpXSzRTN01fVzViQnNJamdsUldXOVR0WjMyTGx3QXNGUU9tcXc2VlVjOGNrdDJubFFLMTVHR0JFYUxaaUcxQ05ucmQxMElRNGNHRW5oakVJ?oc=5,2026-03-18T19:26:56
CL-000045,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-02-10,2026-02-10,"EV-E7DBD3E3A8,EV-E7DBD3E3A8",2,EV-E7DBD3E3A8,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,SC Media,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNOTNfSTFNMTRQV0FZV3FKRFB6QWJBbkVYWi1UX0llS2o0dWxZVGhWNGJKb1hLeXJjRG5qSlF4T2ZFd2ZVMDZWR1AzeDhzS3lYLVpaY0lxYllNZTgtR3lIQU9WNGZSVTlCY1FLMTdiRXhyTDIwczdaRGJfMjFLQVBTcGl0di1UT0JnRk41eVpqYmxVcDF1SVFzdzJnbkIyTURtekFYTjh2cF8?oc=5,2026-03-18T19:26:56
CL-000046,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-02-17,2026-02-17,"EV-95E4B4EA49,EV-95E4B4EA49,EV-95E4B4EA49",3,EV-95E4B4EA49,news,Strong,,"breach,leak",SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,Rescana,https://news.google.com/rss/articles/CBMixwFBVV95cUxPOGNTeU54eWRUYVR1c2pjaklHZUFucDQyVlcycjVsTnN2d213MDNySWVwM3JyZ19YR3hRMGRVVi1QSlZ5eVdDY212TzNZTTRJTW9kelhzNmxZamRubTUwc3Q4Q3FBNnJCRnNNcEdZQTd0bGdMWExONER0SDVGMUVkUXRLX1B5MnFES050SzY5ZEdxOFVLbzM4S2szZjJNakQ1a0RMMlh4SldJeXhudVA0TWR0a3A2VnV3dlJ3Zzg3enMyMmNBdUdR?oc=5,2026-03-18T19:26:56
CL-000047,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-02-23,2026-02-23,"EV-12F3E0EB27,EV-12F3E0EB27",2,EV-12F3E0EB27,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,Restaurant Business,https://news.google.com/rss/articles/CBMiogFBVV95cUxNVXVZNURPX1hzQVliWVFqem4xVXlLRUZOSzcxR0VvSXlYemliXzJlVVN1aUkxeVRsRzh3eThQcS1YNVdkZGQwNkprU2IyMDBVTFhXU19uV08za25aMTY1YlR6R2ZJOEt1eFVpeFpiSGhzeXlwWUFoSTRNOHBJYjBxdndMdmFKcklXVFNTaV83b0I5dy11bHhiVS15dVNFQmR1eFE?oc=5,2026-03-18T19:26:56
CL-000048,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-02-27,2026-02-27,EV-4E180E1573,1,EV-4E180E1573,news,Weak,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,TechRepublic,https://news.google.com/rss/articles/CBMihgFBVV95cUxPZGRwb1JZRkxZS2FfUUtNTE95d0FSQWtIZTVPMklZbWpmQUJsbndsMl9DRWdaTENQd19lc3lrSktON18yc3REdGJoR2lZMVZVV2I3amd2QjBlcDFhMzRPOWZUVF82WWxyaWZZbldkOXdjMU1zYUpmYkxGUk5Wa0F4Ylo4bVNGdw?oc=5,2026-03-18T19:26:56
CL-000049,INCIDENT,SP-010,OUTAGE_CLOUD_REGION,cloud,Physical Infrastructure,2026-03-01,2026-03-01,"EV-A5BD9B4911,EV-A5BD9B4911",2,EV-A5BD9B4911,news,Medium,,outage,OUTAGE_CLOUD_REGION affecting cloud in Physical Infrastructure.,0.75,Bloomberg.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNSVBlSVU3N01mZHQ1ZFRYVjlkaTQ1Z1BiUTNiV29mXzVqVkExbUZyUVhQYWlLMExkZ1R5NHdDcS1xcE1lbi1xcE16UF9tNy1xMVljOTlHQ2pGLVA5SW4zV3pQU2ZxU3ZaaVg3ck5pOGtuM3V5M1BnMzI3UzJrWm9zODllcURPTF9LMURMQnhFWG9sZmtYeEhCT0xuVWhsY2hGQWFHdTh1d18wYkY4cGh5ZnZn?oc=5,2026-03-18T19:26:56
CL-000050,INCIDENT,SP-010,OUTAGE_CLOUD_REGION,region,Physical Infrastructure,2026-03-02,2026-03-02,"EV-D290356B1D,EV-D290356B1D",2,EV-D290356B1D,news,Medium,,outage,OUTAGE_CLOUD_REGION affecting region in Physical Infrastructure.,0.75,TechRadar,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOSEFWVVptQ3VLVFloYUd0Y240UThEX2FLVk1Yd1hWRlFXMjNEMDN2bWpBdy1VQ3V6QzQwUlVnYnNITndOcUhGNFdXT1NSVlN3dHNnb0IxdVhlM25HeV9WdnNId2Eya015Y2JmQkpXOXFBSFdwZm9hTVc3ZjA1NEZYX2x2YmpDT0diWnRGdVNtMGg4ZUt5Nkd5TVJzNUVYZWJXUFpzMDQ4cFhxSm8?oc=5,2026-03-18T19:26:56
CL-000051,INCIDENT,SP-007,SECURITY_RANSOMWARE,UNKNOWN,Cybersecurity,2026-03-09,2026-03-09,"EV-05772ECB78,EV-05772ECB78",2,EV-05772ECB78,news,Medium,,ransomware,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.,0.75,Insurance Business,https://news.google.com/rss/articles/CBMixgFBVV95cUxOdEZuSGZJX000T0FXbE1XQjkyX29EQUViRHAwMUJmcHJrZXlENFY2WWFhRHMxT0VwYkFmNURjaGJ0QlVUQUxaNEtHZjFiT3RVQ1hGSnBJdTJfZzV0VXB0VlpDRmVjTGZ4d2lSd0U1UWhPemNJYzE5N1JjNjBwZUFPUXV3RTFQTE84eWdldk1yVXVSN2JOZVlON0hTMWxyMFhkTlI5ODZCMVRrTHlUUGMzblJhTWFMLUVHdndQU2JpMUpKdnBNbEE?oc=5,2026-03-18T19:26:56
CL-000052,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-09,2026-03-09,"EV-04D69EA898,EV-04D69EA898",2,EV-04D69EA898,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,BleepingComputer,https://news.google.com/rss/articles/CBMirgFBVV95cUxOMXF2cnBhSkQ5SHNUc0R4dkFwem9KOG84TnFxV0daWm95TE1lTURYSWZvTDVvajRLNVNfZFlZVDhTTnluYTdmVTFmQTZBZzgyTlQxcGFqY3dSekVuX1hvUmhnaVlQQk9UeUxXQno5V2RHLWRDVDRLYVlxbHBzLUpUUzRVSThoM0R6WjRoSVZHbFhjaVdzMHN4M2VYeUc2S0VHbEtKTEtNZ1lGZWp0RWfSAbMBQVVfeXFMTUE3eHBZUmhvTy1xenFJOW9UYjVuaWltdWFyRGhrTU1WMWNWTDBCcXJxZXBYRmU2ODl3LXpuVmgwbmlIUzFiRWJBTUd5OTYzTHhnenBmSzNQOThyVmx3UWM0ai05RXpRUTVPLThESGliaWdDenUtQ2lCWS1lN05YTWV5UEo5OUlka0M1d2lucy1yeEp0dmZWOEZaWk1qdVZIR2NWcTZaQ3AwWmxKWUlWWlNfeFE?oc=5,2026-03-18T19:26:56
CL-000053,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-09,2026-03-09,"EV-255BEB3017,EV-255BEB3017",2,EV-255BEB3017,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,crn.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPZ1dyNWxOYWJTbVBqU2dtU0N2U3pDYXlfM2VxNUZKaDE5SnphMEdzQVdwc0NPcWxiNlBBNWNCeWJtYUZmeFEzRDZUTThCSWRySExybWxQQ21fNUFXcFM5N1hPU2o2cXQ4RzVFNG5Ic1Niaml3cFdWZ3NlcUFPUEVpcUlzcDdjdi13dTlFM3dZOGJ1MmxFd1d4cXpSRmpaVDk3d0NnS01MVnBobktHeERJeTE1Zw?oc=5,2026-03-18T19:26:56
CL-000054,INCIDENT,SP-005,UNKNOWN,cloud,Cloud Infrastructure,2026-03-10,2026-03-10,"EV-EC625C40BA,EV-EC625C40BA",2,EV-EC625C40BA,news,Medium,,,UNKNOWN affecting cloud in Cloud Infrastructure.,0.75,The Conversation,https://news.google.com/rss/articles/CBMipgFBVV95cUxQaXZKa0JDTHJkS1QyS3IwMkRGb0I2bmFSUU04YkVGUVE4Rk9SMXRTcGdtOUhGSkk0bnFTSWhzWmZQT2RLQTVvQllVZEFKeVJkZ1M2RVRoY1hvMEo4SmFxeUlPZFNUOHJNanhtejZSalNlQ3o0OXIycjNLMXQ5R2xvM2xlTEhpQ3hCQlU2SUtLZmhhNXRnSUJodVNZUTVqZVdhNFFOUFVB?oc=5,2026-03-18T19:26:56
CL-000055,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-10,2026-03-10,"EV-3897261118,EV-3897261118",2,EV-3897261118,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,theregister.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxPRTFneExPU0UxcHFyRl82LWsyMVNVRTdJaGJ6U1dXLVdiSWhHN29jaWtZY2hmajVwWHJscHRJS1piMk15MGpNREQ2elJWZ2pFaVFabmNNOGRpS0hUNm1FRDRtTnZSTE82eDNmWC1uc3lqVXJMOHl3SHdqSHNtdFZBQnlMMA?oc=5,2026-03-18T19:26:56
CL-000056,INCIDENT,SP-006,OUTAGE_APPLICATION,UNKNOWN,Identity & Access Management,2026-03-11,2026-03-11,"EV-BCBFD1E7DB,EV-BCBFD1E7DB",2,EV-BCBFD1E7DB,news,Medium,,"disruption,outage",OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management.,0.75,CyberSecurityNews,https://news.google.com/rss/articles/CBMikgFBVV95cUxONzRadGVPeFowdk9CQVUtXzZnbWVSTGU3QjM1WFBRQ19KVlFneUx0cmU2S1RQV0ZRRVI2aEcxUWlBQ0s5d1diUXlVRjNrV193Qk0xdXVpckh2SDdhSnRUTndIR2lGc0p6WWlzN3VocEZZLU1hWEU0UDU2Y1BhVlhmOGxPVVFoNndIX1ZTbERuaVBHQQ?oc=5,2026-03-18T19:26:56
CL-000057,INCIDENT,SP-014,OUTAGE_APPLICATION,UNKNOWN,IT Operations,2026-03-11,2026-03-11,EV-83AE99A21B,1,EV-83AE99A21B,news,Weak,,outage,OUTAGE_APPLICATION affecting UNKNOWN in IT Operations.,0.75,Newsweek,https://news.google.com/rss/articles/CBMif0FVX3lxTE8xUk53RXJXQWFvSFp0UXk2SFFYdEZSbC14Qm8yRTl3VFlwV0JnMDRhbzZHelFmRzBaR3RQdXJjb1VvS2ExRGk3UUZ1R0hLNEk3VVJKSkZTdEFwUWdETEp3VS14NUxnYzh0OW5nM256UnpETmdUWUh6bW9XUTNxc0k?oc=5,2026-03-18T19:26:56
CL-000058,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2026-03-12,2026-03-12,"EV-B38B86E435,EV-F8AC822EA8",2,EV-B38B86E435,news,Medium,,disruption,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.75,WSJ,https://news.google.com/rss/articles/CBMiowNBVV95cUxNelB1UFNjRFBNa2ZoNGkyOFQzU0I5UmwycjBJWHhlMGdGeFZiRUNjZThac0lXck54ekI5QW5BNklEMktodWZWbTJ5azNxV00zdVVjNDBadTZHcWN1c0VITVphMHJBUkRhNFVLT2g0bERYbGtLX0FiT3pBbzNnNDQ2ZFp2Z28tc3hRTlo1V1FSTVhsYWstOFBpeU53NlpFSWdUdWN2dmxpVnFlRUZGcjJTazdwNFpZd2pCcFhkTGtXWVRPY0FjYVJyT2xKS05HT3QxV2NMR3ZZWEJsb2ZpWVlsamZzYm1PX09QWHhtczFnbFpjTWpKMktmcVhqT2psZXJHMHNUMHliSnVvc1dJNmZpMElkU3FXdEFkbXhETW03NE1PazlKTEhIcTg2UlF2MFZqaWMyUFpmd2liOVVTZ1hHYlZ4WTMyXzlFU3djTm5YM0Y0OHl0TDBiMEFTbTIxV29teS1VdENlRkNwVjBhRFE2T01kbkNseGZYYkxEdlQ4b2M3NWNQV0dMeGVKUDl0ME5XSF9vQVZaQlVieTdYNmE4alNwNA?oc=5,2026-03-18T19:26:56
CL-000059,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-13,2026-03-13,"EV-7C37BAAE67,EV-7C37BAAE67",2,EV-7C37BAAE67,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,The HIPAA Journal,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOOUFWT3U4eDlwYmphMl9oSHF1QmJYcXFzVDRUMEptOEt0bmRTcnBpQ2Y2VW12OENic01sdUh4TFBKWjdfX1pCcVNyOHhsenZGME4xaTZyTTFVSlNiNTIzVTlqa05odmxQb2FDVzNXR0F4T3hfaElPMllkN2o5TnR4UWM4Sk1FT0VuUlFLMDdnNDNmVHFEeENic2QtR2ZfTUlQb0NNaFVnaTQ?oc=5,2026-03-18T19:26:56
CL-000060,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-13,2026-03-13,"EV-94A512BB71,EV-94A512BB71",2,EV-94A512BB71,news,Medium,,leak,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,eSecurity Planet,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBQcnNKYXJMUmRkdHVDTGVhV2ZlalZ3SkpkQjhkbGVkU0dDRjIwU3FVR1kzSDNHblltS2YxYWNkZF9UNGdRc01HSGlIdjFUNG1Ha2JXd1U1anRLTEt0bi1xLXhfSVlxanVY?oc=5,2026-03-18T19:26:56
CL-000061,INCIDENT,SP-012,UNKNOWN,zone,Procurement & Supply Chain,2026-03-15,2026-03-15,EV-E3DDCB9FF9,1,EV-E3DDCB9FF9,news,Weak,,disruption,UNKNOWN affecting zone in Procurement & Supply Chain.,0.65,MSN,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOMVUyd1JrNTZ5YXAtTVhKRW5mem15NDFReExkYkE5MTQwa2JPdmlRLUpRcVpPZU9tWDJRZ3hLMVhZZXJ1Wmk1amVUN2Z5bWtFcE5KSENRRFptS3NwU0ZOMHhHMVo5UFU5dTZlZndiNGRFNHMxcW1xdmxhaldsd2ZPUXp1VzBtVjVPRWNXYk9Ta2ZhbzhJMmFhai1xcV9oM3hDSW9RV3ZhdzJkMHQ4X052LXNrMWE3VUlUcmFJc3RHOFMzN1k?oc=5,2026-03-18T19:26:56
CL-000062,INCIDENT,SP-005,OUTAGE_NETWORK,network,Cloud Infrastructure,2026-03-17,2026-03-17,"EV-B371AE0584,EV-B371AE0584",2,EV-B371AE0584,news,Medium,,outage,OUTAGE_NETWORK affecting network in Cloud Infrastructure.,0.75,Network World,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV0JCRjM1ZUF6c2NhUDJ4LTFrVEl4blBFb0dFRk9paE5tZnc2ZUNaU28xdnJ3bVhjYzg4WFEteWl2NUIyRkFCd1diTWJxeHhDQUFNOXpDc2NWUC0wSHkwOUVfT2Rma2pxNzZsUUJ4LWhwc1h1MjJpQkxzbUdXTzc1SXhidU9PVVNtYUNtbTFHWHpBeUxQYnVpWGJZUWdJRm9fSllCMg?oc=5,2026-03-18T19:26:56
CL-000063,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2026-03-17,2026-03-17,"EV-8BE8BF4D2A,EV-8BE8BF4D2A",2,EV-8BE8BF4D2A,news,Medium,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,The HIPAA Journal,https://news.google.com/rss/articles/CBMihgFBVV95cUxQNG1aaEdaQVVIVkM4TzdrUnhFaFRrYWJvOTU2MXV1bVN6WDFDRkR4eHJ5Sy1FOFhpZkkyak5WWHpIVVh0NmdqRWQ3S0ZkSDI3OUcteUlZY2pfRkRHNU9oV1NucC1VUHN6ekdoMWNDeUlpWllRdkNzM0xMalY0SlNaZEo2VkRqZw?oc=5,2026-03-18T19:26:56
