risk_id,cluster_id,event_type,primary_asset_or_service,evidence_ids,title,risk_category,business_function,assets_or_services,scenario,evidence_strength,likelihood_baseline,impact_baseline,risk_score_baseline,internal_signals_used,internal_outage_refs,likelihood_adjusted,impact_adjusted,risk_score_adjusted,confidence,availability_impact,financial_impact,regulatory_impact,reputation_impact,safety_impact,impact_narrative,existing_controls,control_gaps,recommended_actions,framework_mapping,owner_suggested,score_rationale,executive_summary,last_updated
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000021,OUTAGE_CLOUD_REGION,cloud,"EV-3AA80863BB,EV-3AA80863BB,EV-3AA80863BB,EV-3AA80863BB",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Strong,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000021. Evidence strength=Strong, evidence_count=4, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Strong): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 4 source(s). Representative sources: AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International | AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000022,OUTAGE_CLOUD_REGION,cloud,"EV-A866428D1D,EV-A866428D1D,EV-A866428D1D,EV-A866428D1D",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Strong,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000022. Evidence strength=Strong, evidence_count=4, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Strong): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 4 source(s). Representative sources: Amazon says AWS cloud service back to normal after outage disrupts businesses worldwide - Reuters | Amazon says AWS cloud service back to normal after outage disrupts businesses worldwide - Reuters,2026-03-18T19:26:57
RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000023,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,EV-EB42DD50B1,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,UNKNOWN,"If CYBER_OPERATIONAL_DISRUPTION occurs, IT Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,,,"Derived from incident cluster CL-000023. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for CYBER_OPERATIONAL_DISRUPTION.",Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: Massachusetts Hospitals Experiencing Disruption Due to Cyberattack - The HIPAA Journal,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000024,SECURITY_BREACH,UNKNOWN,EV-878878A83D,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000024. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-10-22 to 2025-10-22 across 1 source(s). Representative sources: State officials: Blue Cross-Blue Shield breach could compromise one-third of all residents' data - Daily Montanan,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-84AF3FCA,CL-000025,OUTAGE_CLOUD_REGION,cloud,EV-0B0A3CA4C2,Cloud region outage disrupts hosted workloads,Technology,Procurement & Supply Chain,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Weak,2,4,8,False,,,,,Low,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000025. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION.",Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Procurement & Supply Chain. Evidence window: 2025-10-22 to 2025-10-22 across 1 source(s). Representative sources: How Amazon's AWS cloud outage threatens automotive production resilience - Automotive Manufacturing Solutions,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000026,OUTAGE_CLOUD_REGION,cloud,"EV-F2BC4475CF,EV-F2BC4475CF",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000026. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-29 to 2025-10-29 across 2 source(s). Representative sources: Microsoft Azure outage today: Technology company says it has deployed a fix for cloud service experiencing issues - ABC7 Los Angeles | Microsoft Azure outage today: Technology company says it has deployed a fix for cloud service experiencing issues - ABC7 Los Angeles,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000027,SECURITY_BREACH,UNKNOWN,"EV-A5CDE23DBF,EV-A5CDE23DBF",Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Medium,3,4,12,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000027. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Medium): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-20 to 2025-11-20 across 2 source(s). Representative sources: Hundreds of Salesforce customers hit by yet another third-party vendor breach - CyberScoop | Hundreds of Salesforce customers hit by yet another third-party vendor breach - CyberScoop,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000028,SECURITY_BREACH,UNKNOWN,EV-3F40A295B0,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000028. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-23 to 2025-11-23 across 1 source(s). Representative sources: Iberia discloses customer data leak after vendor security breach - BleepingComputer,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000029,SECURITY_BREACH,UNKNOWN,"EV-036BAEEF86,EV-036BAEEF86",Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Medium,3,4,12,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000029. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Medium): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-24 to 2025-11-24 across 2 source(s). Representative sources: Comcast to pay $1.5 million US fine after vendor data breach - Reuters | Comcast to pay $1.5 million US fine after vendor data breach - Reuters,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000030,SECURITY_BREACH,UNKNOWN,"EV-DBE99CBB20,EV-DBE99CBB20",Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Medium,3,4,12,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000030. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Medium): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-24 to 2025-11-24 across 2 source(s). Representative sources: Spanish Airline Iberia Notifies Customers of Data Breach - SecurityWeek | Spanish Airline Iberia Notifies Customers of Data Breach - SecurityWeek,2026-03-18T19:26:57
RISK-UNKNOWN-NETWORK-7CFD7EC8,CL-000031,UNKNOWN,network,"EV-73DCC16AFE,EV-73DCC16AFE",UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,network,"If UNKNOWN occurs, Network Infrastructure may be disrupted.",Medium,3,3,9,False,,,,,Medium,4,3,2,3,1,"UNKNOWN affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,,,"Derived from incident cluster CL-000031. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Medium): UNKNOWN affecting network in Network Infrastructure. Evidence window: 2025-11-26 to 2025-11-26 across 2 source(s). Representative sources: Microsoft loses two senior AI infrastructure leaders as data center pressures mount - Network World | Microsoft loses two senior AI infrastructure leaders as data center pressures mount - Network World,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000032,SECURITY_BREACH,UNKNOWN,EV-6615E79E5C,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000032. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-12-04 to 2025-12-04 across 1 source(s). Representative sources: Personal Information Compromised in Freedom Mobile Data Breach - SecurityWeek,2026-03-18T19:26:57
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000033,SECURITY_RANSOMWARE,UNKNOWN,"EV-B6E78CFC94,EV-B6E78CFC94",Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,UNKNOWN,"If ransomware compromises critical systems, operations may halt and recovery timelines may increase due to containment, restoration, and validation needs.",Medium,3,5,15,True,INC-0006,4.0,5.0,20.0,High,5,4,3,4,1,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",,,Harden privileged access | Immutable backups + frequent restore testing | Improve incident response playbooks,NIST IR-4; NIST CP-9; NIST AC-2,,"Derived from incident cluster CL-000033. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_RANSOMWARE. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0006.","Risk signal (Medium): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2025-12-11 to 2025-12-11 across 2 source(s). Representative sources: Ransomware surge intensifies across industrial sectors, with manufacturing accounting for 72% of Q3 cases - Industrial Cyber | Ransomware surge intensifies across industrial sectors, with manufacturing accounting for 72% of Q3 cases - Industrial Cyber",2026-03-18T19:26:57
RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000034,OUTAGE_APPLICATION,UNKNOWN,"EV-D4B0AF7CF2,EV-D4B0AF7CF2",Critical application outage disrupts business operations,Technology,Physical Infrastructure,UNKNOWN,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Medium,3,4,12,False,,,,,Medium,5,3,2,3,1,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000034. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.","Risk signal (Medium): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2025-12-19 to 2025-12-19 across 2 source(s). Representative sources: A 10-Hour Data Center Outage Is Testing the Ambitions of KKR, GIP - Insurance Journal | A 10-Hour Data Center Outage Is Testing the Ambitions of KKR, GIP - Insurance Journal",2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000035,SECURITY_BREACH,UNKNOWN,EV-14A6B6FEA7,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000035. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-12-23 to 2025-12-23 across 1 source(s). Representative sources: Koinly Warning: Third-Party Breach Exposes User Emails – Is Your Tax Data Safe? - Yahoo Finance,2026-03-18T19:26:57
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000036,SECURITY_BREACH,UNKNOWN,EV-BB7E6E4B6C,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000036. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-01-05 to 2026-01-05 across 1 source(s). Representative sources: Ledger customers alerted to data leak at third-party e-commerce partner Global-e - The Block,2026-03-18T19:26:57
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000037,OUTAGE_NETWORK,network,"EV-AFFA3B497B,EV-AFFA3B497B",Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,network,"If core network connectivity fails, users and systems may lose access to critical services, disrupting operations and recovery actions.",Medium,3,4,12,True,INC-0004,4.0,5.0,20.0,High,5,3,2,3,1,"OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Increase network redundancy | Improve failover testing | Add synthetic monitoring for critical paths,NIST CP-2; NIST SC-5; ISO22301 8.4,,"Derived from incident cluster CL-000037. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_NETWORK. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0004.",Risk signal (Medium): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-06 to 2026-01-06 across 2 source(s). Representative sources: 2025 global network outage report and internet health check - Network World | 2025 global network outage report and internet health check - Network World,2026-03-18T19:26:57
RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000038,OUTAGE_APPLICATION,UNKNOWN,"EV-E9263BDA5E,EV-E9263BDA5E",Critical application outage disrupts business operations,Technology,Physical Infrastructure,UNKNOWN,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Medium,3,4,12,False,,,,,Medium,5,3,2,3,1,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000038. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.",Risk signal (Medium): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-01-13 to 2026-01-13 across 2 source(s). Representative sources: Outsmarting Data Center Outage Risks in 2026 - Data Center Knowledge | Outsmarting Data Center Outage Risks in 2026 - Data Center Knowledge,2026-03-18T19:26:57
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000039,SECURITY_RANSOMWARE,UNKNOWN,EV-E7524151EC,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,UNKNOWN,"If ransomware compromises critical systems, operations may halt and recovery timelines may increase due to containment, restoration, and validation needs.",Weak,2,5,10,True,INC-0006,3.0,5.0,15.0,High,5,4,3,4,1,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",,,Harden privileged access | Immutable backups + frequent restore testing | Improve incident response playbooks,NIST IR-4; NIST CP-9; NIST AC-2,,"Derived from incident cluster CL-000039. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_RANSOMWARE. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0006.",Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2026-01-16 to 2026-01-16 across 1 source(s). Representative sources: Ransomware Attacks and Supply Chain Threats in 2025 - Cyble,2026-03-18T19:26:57
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000040,OUTAGE_NETWORK,network,"EV-88FFECA46C,EV-88FFECA46C",Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,network,"If core network connectivity fails, users and systems may lose access to critical services, disrupting operations and recovery actions.",Medium,3,4,12,True,INC-0004,4.0,5.0,20.0,High,5,3,2,3,1,"OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Increase network redundancy | Improve failover testing | Add synthetic monitoring for critical paths,NIST CP-2; NIST SC-5; ISO22301 8.4,,"Derived from incident cluster CL-000040. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_NETWORK. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0004.",Risk signal (Medium): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-20 to 2026-01-20 across 2 source(s). Representative sources: Verizon outage: Analysts and more weigh in - Fierce Network | Verizon outage: Analysts and more weigh in - Fierce Network,2026-03-18T19:26:57
RISK-OUTAGE_IDENTITY-LOGIN-1EAC82FB,CL-000041,OUTAGE_IDENTITY,login,"EV-E2655ADAAE,EV-E2655ADAAE",Centralized identity/SSO outage disrupts workforce access,Technology,Identity & Access Management,login,"If centralized identity services are unavailable, users cannot authenticate to critical systems, causing access disruption and operational delays.",Medium,3,4,12,True,INC-0001,4.0,5.0,20.0,High,5,3,2,3,1,"OUTAGE_IDENTITY affecting login can disrupt Identity & Access Management, causing operational delays and recovery complications.",,,Implement break-glass access for critical systems | Add synthetic login monitoring | Test alternate authentication paths regularly,NIST IA-2; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000041. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_IDENTITY. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0001.",Risk signal (Medium): OUTAGE_IDENTITY affecting login in Identity & Access Management. Evidence window: 2026-01-31 to 2026-01-31 across 2 source(s). Representative sources: ING Online Banking Outage: January 31 Login Issues Hit German Users - Meyka | ING Online Banking Outage: January 31 Login Issues Hit German Users - Meyka,2026-03-18T19:26:57
