cluster_id,incident_title,event_type,business_function,primary_asset,scenario_title,scenario_statement,operational_impact,recovery_focus,evidence_count,evidence_strength,testing_candidate_flag,documentation_update_flag,runbook_review_flag,last_updated
CL-000144,"Surajkund fair tragedy: Ride owner, equipment supplier arrested after ‘tsunami’ swing collapse kills cop; - The Times of India",UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.690610
CL-000145,Top 10 ransomware targets by industry - TechTarget,SECURITY_RANSOMWARE,Cybersecurity,UNKNOWN,Ransomware disrupts operations and recovery capability,"If SECURITY_RANSOMWARE occurs affecting UNKNOWN, systems become unavailable, operations halt, recovery timelines increase.","Systems become unavailable, operations halt, recovery timelines increase","Restore from backup, validate integrity, rebuild systems, isolate network",1,Weak,True,True,True,2026-04-17T17:38:49.691089
CL-000146,AI-fuelled supply chain cyber attacks surge in Asia-Pacific - SecurityBrief Australia,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.691582
CL-000147,"Canada Goose Data Breach: ShinyHunters Leak Exposes 600,000 Customer Records via Third-Party Payment Processor - Rescana",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.692048
CL-000148,4 tips for CFOs leading ERP transitions - CFO Dive,UNKNOWN,Order Processing,erp,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting erp, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.692504
CL-000149,Top 15 Logistics AI Use Cases & Examples - AIMultiple,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.693125
CL-000150,Amazon’s cloud ‘hit by two outages caused by AI tools last year’ - The Guardian,UNKNOWN,Cloud Infrastructure,cloud,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.693630
CL-000151,LEO - MiLogin outage affecting access to UIA online services - State of Michigan (.gov),OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.694137
CL-000152,Supply chain cyber risk strategies shift toward resilience - Supply Chain Management Review,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.694646
CL-000153,Warning over waste disposal amid Kent flytipping clear-ups - BBC,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.695128
CL-000154,Pakistan’s Digitisation Drive Faces A Critical Test: Can Mission-Critical Systems Stay Resilient? - The Friday Times,UNKNOWN,Order Processing,systems,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting systems, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.695628
CL-000155,Updated: AWS Middle East Outage After Data Centers Hit by Drone Strikes - Data Center Knowledge,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.696101
CL-000156,Operating a New Standard for Life-Saving Pharmaceutical Logistics - Fierce Pharma,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.696590
CL-000157,Anthropic Claude Outage: Critical Service Disruption Hits Thousands of AI Users Amid Political Tensions - MEXC,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.697083
CL-000158,"What are Claude HTTP 500 and 529 error messages, and which regions are affected by Anthropic outage? Here' - The Economic Times",OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.697548
CL-000159,Amazon says it could take at least a day to restore data centers hit by 'objects' in the UAE - Business Insider,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.698005
CL-000160,AWS UAE data center hit by outage following military strikes across the region - TechRadar,OUTAGE_CLOUD_REGION,Physical Infrastructure,region,Cloud regional outage disrupts hosted services,"If OUTAGE_CLOUD_REGION occurs affecting region, applications hosted in the region become unavailable.",Applications hosted in the region become unavailable,"Failover to alternate region, restore services, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.698506
CL-000161,Energy prices surge as tanker disruptions and facility shutdowns rattle global supply - AP News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.698989
CL-000162,Gas prices soar as QatarEnergy halts LNG production after Iran attacks - Al Jazeera,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.699451
CL-000163,"As Claude expands into finance, outage raises risk questions - CFO.com",OUTAGE_APPLICATION,Order Processing,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.699921
CL-000164,"Amazon's datacentre in UAE reports fire; company says: At around 4:30 AM PST, one of our Availability Zon - The Times of India",UNKNOWN,Cloud Infrastructure,availability,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting availability, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.700411
CL-000165,"Amazon cloud unit's data centers in UAE, Bahrain damaged in drone strikes - Reuters",UNKNOWN,Network Infrastructure,cloud,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.700900
CL-000166,Tata Group Stock Jumps Up to 8.5% After Launching New Data Center Interconnect Product - Trade Brains,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.701366
CL-000167,Building High Throughput Payment Account Processing - Uber,UNKNOWN,Order Processing,UNKNOWN,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.701855
CL-000168,Cyber risk and AI memory boom strain the semiconductor supply chain - Sourceability,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.702324
CL-000169,Expanding ransomware reach intensifies sector-wide cyber exposure - Insurance Business,SECURITY_RANSOMWARE,Cybersecurity,UNKNOWN,Ransomware disrupts operations and recovery capability,"If SECURITY_RANSOMWARE occurs affecting UNKNOWN, systems become unavailable, operations halt, recovery timelines increase.","Systems become unavailable, operations halt, recovery timelines increase","Restore from backup, validate integrity, rebuild systems, isolate network",1,Weak,True,True,True,2026-04-17T17:38:49.702804
CL-000170,Ericsson Data Breach Exposes Third-Party Service Risks - Cyber Magazine,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.703274
CL-000171,9 common network issues and how to fix them - TechTarget,UNKNOWN,Network Infrastructure,network,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting network, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.703756
CL-000172,$16 Billion Lost in One Outage: Why Centralized Cloud Infrastructure Is Killing Global Enterprise Productivity - Modern Ghana,OUTAGE_CLOUD_REGION,Cloud Infrastructure,cloud,Cloud regional outage disrupts hosted services,"If OUTAGE_CLOUD_REGION occurs affecting cloud, applications hosted in the region become unavailable.",Applications hosted in the region become unavailable,"Failover to alternate region, restore services, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.704229
CL-000173,Stryker investigating cyberattack that caused widespread outage - MedTech Dive,OUTAGE_APPLICATION,IT Operations,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.704706
CL-000174,Stryker Cyberattack: Alleged Iran-Linked Group Handala Causes Outage - Newsweek,OUTAGE_APPLICATION,IT Operations,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.705182
CL-000175,Stryker operations shut down after Iran-linked cyberattack - Crain's Grand Rapids,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.705659
CL-000176,Helium prices soar as Qatar LNG halt exposes fragile supply chain - Reuters,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.706131
CL-000177,Iran-linked group claims wiper attack and takedown of medical device maker Stryker - SC Media,DESTRUCTIVE_CYBER_ATTACK,Security Operations,endpoints,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting endpoints, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.706635
CL-000178,"Stryker flags disruption to orders, manufacturing a day after cyberattack - Reuters",CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.707079
CL-000179,Stryker Says Cyberattack Disruption Is Continuing - WSJ,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.707502
CL-000180,The Growing Cyber Risk to Supply Chains - VoxUkraine,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.707949
CL-000181,How to reduce networking costs without performance loss - TechTarget,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.708404
CL-000182,Stryker Systems Disrupted in Cyber Attack; Handala Group Claims Responsibility - Arctic Wolf,CYBER_OPERATIONAL_DISRUPTION,Security Operations,systems,CYBER_OPERATIONAL_DISRUPTION impacts Security Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.708907
CL-000183,Stryker cyberattack alarms health systems - Healthcare IT News,UNKNOWN,Security Operations,systems,UNKNOWN impacts Security Operations,"If UNKNOWN occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.709338
CL-000184,A Cyberattack Just Put Stryker’s $25 Billion Growth Story to the Test - 24/7 Wall St.,UNKNOWN,IT Operations,UNKNOWN,UNKNOWN impacts IT Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.709757
CL-000185,"War in Iran Damages Multiple AWS Data Centers, Challenging Multi-AZ Assumptions - infoq.com",UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.710175
CL-000186,CISA urges companies to secure Microsoft Intune systems after hackers mass-wipe Stryker devices - TechCrunch,DESTRUCTIVE_CYBER_ATTACK,Security Operations,endpoints,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting endpoints, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.710636
CL-000187,"Iran war halts Qatar helium output, threatening global tech supply chains - ABC News",UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.711071
CL-000188,"Iran War Halts Qatar Helium Output, Threatening Global Tech Supply Chains - Haaretz",UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.711509
CL-000189,10 Top Warehouse Management Systems (Updated) - MSDynamicsWorld.com,UNKNOWN,Distribution Operations,systems,UNKNOWN impacts Distribution Operations,"If UNKNOWN occurs affecting systems, potential disruption to distribution operations.",Potential disruption to Distribution Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.711944
CL-000190,Strait of Hormuz crisis threatens world fertilizer supply chain - Anadolu Ajansı,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.712375
CL-000191,"AWS Bahrain region ""disrupted"" by drone activity as war in Middle East continues to impact data centers - Data Center Dynamics",UNKNOWN,Physical Infrastructure,region,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting region, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.712827
CL-000192,Calls for urgent government action on Waiheke transport as fuel passes $4 - Stuff,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.713268
CL-000193,Deaconess Health System Affected by Vendor Data Breach - The HIPAA Journal,SECURITY_BREACH,Vendor Risk,systems,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting systems, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.713689
CL-000194,Crunchyroll Hack Exposes Customer Support Data in Vendor Security Incident - CX Today,OUTAGE_APPLICATION,Vendor Risk,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",2,Medium,True,True,True,2026-04-17T17:38:49.714124
CL-000195,"Supplier Collapse, Supply Delays Leave DART Electric Buses Idle in Wilmington - Delaware LIVE News",UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.714576
CL-000196,Warehouses face $100K-hour downtime risk as cloud outages mount - FreightWaves,OUTAGE_APPLICATION,Distribution Operations,cloud,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting cloud, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.715014
CL-000197,Thousands of Corewell Health patients affected by 2024 vendor data breach - FOX 2 Detroit,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.715432
CL-000198,Stellantis-ZF Dispute Stops Jeep Production in Toluca - Mexico Business News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.715875
CL-000199,Shopify Blames a Compromised Third-Party App for Data Leak - eSecurity Planet,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.716306
CL-000200,Aramco-Dow joint venture Sadara Chemical halts production amid supply chain disruptions - Arab News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.716756
CL-000201,Sadara Chemical Halts Output Amid Supply Disruptions - Discovery Alert,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.717210
CL-000202,"Chime App Down? Hundreds Report Login Issues, Frozen Screens, Balance Errors Thursday; Is My Money Safe? | Here's What You Can Do If App Isn't Working - The Sunday Guardian",UNKNOWN,Identity & Access Management,login,UNKNOWN impacts Identity & Access Management,"If UNKNOWN occurs affecting login, potential disruption to identity & access management.",Potential disruption to Identity & Access Management,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.717653
CL-000203,Nissan says stolen data came from third-party vendor after hacking group claims breach - The Record from Recorded Future News,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.718077
CL-000204,UK textile supplier collapse highlights ongoing pressure in home furnishings supply chain - InteriorDaily,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.718493
CL-000205,"AI Data Privacy Compliance in 2026 (GDPR, HIPAA) - Blockchain Council",UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.718961
CL-000206,Why maximum tolerable downtime is a key business metric - TechTarget,OUTAGE_APPLICATION,Distribution Operations,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-17T17:38:49.719395
CL-000207,Meta Pauses Work With Mercor After Data Breach Puts AI Industry Secrets at Risk - WIRED,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.719818
CL-000208,Stryker Fully Operational After March Cyberattack - The HIPAA Journal,UNKNOWN,Security Operations,UNKNOWN,UNKNOWN impacts Security Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.720268
CL-000209,Oil Price at Two-Year High After Qatar Warns All Gulf Production Could Stop Within Days - vocal.media,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.720714
CL-000210,Meta Pauses Work With Mercor After LiteLLM-Linked Data Breach - TechRepublic,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-17T17:38:49.721139
CL-000211,Why IT data centers have become military targets - Spiceworks,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.721590
CL-000212,2026 network outage report and internet health check - Network World,OUTAGE_NETWORK,Cloud Infrastructure,network,Network outage disrupts connectivity,"If OUTAGE_NETWORK occurs affecting network, systems and users lose access to services.",Systems and users lose access to services,"Restore network paths, reroute traffic, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.722023
CL-000213,Cloud outage risk stayed high despite drop in critical downtime - Beinsure,OUTAGE_CLOUD_REGION,Cloud Infrastructure,cloud,Cloud regional outage disrupts hosted services,"If OUTAGE_CLOUD_REGION occurs affecting cloud, applications hosted in the region become unavailable.",Applications hosted in the region become unavailable,"Failover to alternate region, restore services, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.722443
CL-000214,Is Claude AI down? Users report widespread login and chat failures—when will Claude be back online? - MSN,UNKNOWN,Identity & Access Management,login,UNKNOWN impacts Identity & Access Management,"If UNKNOWN occurs affecting login, potential disruption to identity & access management.",Potential disruption to Identity & Access Management,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.722914
CL-000215,Cyberattack continues to disrupt some hospital operations in Brockton - WCVB,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.723393
CL-000216,Parametrix places $35m cloud outage cat bond for Hannover Re - Reinsurance News,OUTAGE_CLOUD_REGION,Cloud Infrastructure,cloud,Cloud regional outage disrupts hosted services,"If OUTAGE_CLOUD_REGION occurs affecting cloud, applications hosted in the region become unavailable.",Applications hosted in the region become unavailable,"Failover to alternate region, restore services, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.723819
CL-000217,Parametrix delighted by investor support for Hannover Re parametric cloud outage cat bond: Haran - Artemis.bm,OUTAGE_CLOUD_REGION,Cloud Infrastructure,cloud,Cloud regional outage disrupts hosted services,"If OUTAGE_CLOUD_REGION occurs affecting cloud, applications hosted in the region become unavailable.",Applications hosted in the region become unavailable,"Failover to alternate region, restore services, validate connectivity",1,Weak,True,True,True,2026-04-17T17:38:49.724261
CL-000218,Billions Lost to Server Outages in 2025: Cloud Failures Cost Global Economy Hundreds of Billions - International Business Times Australia,UNKNOWN,Cloud Infrastructure,cloud,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.724765
CL-000219,"Snowflake customers suffer data theft attacks after third-party issue, company confirms 'unusual activity' - TechRadar",UNKNOWN,Vendor Risk,UNKNOWN,UNKNOWN impacts Vendor Risk,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,False,True,True,2026-04-17T17:38:49.725210
