cluster_id,incident_title,event_type,business_function,primary_asset,scenario_title,scenario_statement,operational_impact,recovery_focus,evidence_count,evidence_strength,testing_candidate_flag,documentation_update_flag,runbook_review_flag,last_updated,likelihood,impact,similarity,final_score
CL-000140,Opinion: SpaceX’s satellite data center plan is unhinged - Fierce Network,UNKNOWN,Network Infrastructure,network,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting network, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.327745,1,3,1,3
CL-000143,How Agentic AI Is Redefining Route Optimization in Last-Mile Delivery - Inbound Logistics,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.329272,1,3,1,3
CL-000144,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.329661,1,3,1,3
CL-000114,"Third-Party Data Breaches: What You Need to Know | Mitratech Holdings, Inc - JD Supra",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.314256,1,3,1,3
CL-000111,"A 10-Hour Data Center Outage Is Testing the Ambitions of KKR, GIP - Insurance Journal",OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.312668,1,3,1,3
CL-000115,"Third-Party Data Breaches: What You Need to Know | Mitratech Holdings, Inc - JD Supra",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.314738,1,3,1,3
CL-000116,Company faces legal action after worker seriously hurt in vending machine fall - kentonline.co.uk,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.315237,1,3,1,3
CL-000118,Domo halts production at German plants as insolvency talks collapse - Plastics News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.316225,1,3,1,3
CL-000117,Critical infrastructure facing cyber surge in OT and supply chains in 2026 - SC Media,UNKNOWN,Cybersecurity,systems,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting systems, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.315734,1,3,1,3
CL-000104,No title available,OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.309372,1,3,1,3
CL-000105,"Cloudflare reports issues with dashboard and related APIs, weeks after major outage - Data Center Dynamics",OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.309851,1,3,1,3
CL-000098,No title available,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.306626,1,3,1,3
CL-000093,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.304152,1,3,1,3
CL-000155,Updated: AWS Middle East Outage After Data Centers Hit by Drone Strikes - Data Center Knowledge,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.335672,1,3,1,3
CL-000154,Pakistan’s Digitisation Drive Faces A Critical Test: Can Mission-Critical Systems Stay Resilient? - The Friday Times,UNKNOWN,Order Processing,systems,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting systems, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.335057,1,3,1,3
CL-000153,No title available,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.334381,1,3,1,3
CL-000152,No title available,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.333987,1,3,1,3
CL-000151,No title available,OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.333536,1,3,1,3
CL-000150,Amazon’s cloud ‘hit by two outages caused by AI tools last year’ - The Guardian,UNKNOWN,Cloud Infrastructure,cloud,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.333156,1,3,1,3
CL-000149,Top 15 Logistics AI Use Cases & Examples - AIMultiple,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.332633,1,3,1,3
CL-000148,4 tips for CFOs leading ERP transitions - CFO Dive,UNKNOWN,Order Processing,erp,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting erp, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.331890,1,3,1,3
CL-000147,"Canada Goose Data Breach: ShinyHunters Leak Exposes 600,000 Customer Records via Third-Party Payment Processor - Rescana",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.331170,1,3,1,3
CL-000146,AI-fuelled supply chain cyber attacks surge in Asia-Pacific - SecurityBrief Australia,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.330634,1,3,1,3
CL-000163,"As Claude expands into finance, outage raises risk questions - CFO.com",OUTAGE_APPLICATION,Order Processing,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.339455,1,3,1,3
CL-000158,No title available,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.336986,1,3,1,3
CL-000159,Amazon says it could take at least a day to restore data centers hit by 'objects' in the UAE - Business Insider,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.337476,1,3,1,3
CL-000161,Energy prices surge as tanker disruptions and facility shutdowns rattle global supply - AP News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.338449,1,3,1,3
CL-000162,Gas prices soar as QatarEnergy halts LNG production after Iran attacks - Al Jazeera,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.338942,1,3,1,3
CL-000156,Operating a New Standard for Life-Saving Pharmaceutical Logistics - Fierce Pharma,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.336219,1,3,1,3
CL-000171,No title available,UNKNOWN,Network Infrastructure,network,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting network, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.342992,1,3,1,3
CL-000173,Stryker investigating cyberattack that caused widespread outage - MedTech Dive,OUTAGE_APPLICATION,IT Operations,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.343827,1,3,1,3
CL-000174,Stryker Cyberattack: Alleged Iran-Linked Group Handala Causes Outage - Newsweek,OUTAGE_APPLICATION,IT Operations,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.344316,1,3,1,3
CL-000175,No title available,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.344664,1,3,1,3
CL-000176,Helium prices soar as Qatar LNG halt exposes fragile supply chain - Reuters,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.345159,1,3,1,3
CL-000177,No title available,DESTRUCTIVE_CYBER_ATTACK,Security Operations,endpoints,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting endpoints, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.345536,1,3,1,3
CL-000178,"Stryker flags disruption to orders, manufacturing a day after cyberattack - Reuters",CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.346022,1,3,1,3
CL-000179,Stryker Says Cyberattack Disruption Is Continuing - WSJ,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.346543,1,3,1,3
CL-000180,The Growing Cyber Risk to Supply Chains - Вокс Україна,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.347136,1,3,1,3
CL-000164,No title available,UNKNOWN,Cloud Infrastructure,availability,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting availability, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.339818,1,3,1,3
CL-000166,Tata Group Stock Jumps Up to 8.5% After Launching New Data Center Interconnect Product - Trade Brains,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.340779,1,3,1,3
CL-000165,"Amazon cloud unit's data centers in UAE, Bahrain damaged in drone strikes - Reuters",UNKNOWN,Network Infrastructure,cloud,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.340288,1,3,1,3
CL-000167,No title available,UNKNOWN,Order Processing,UNKNOWN,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.341167,1,3,1,3
CL-000168,Cyber risk and AI memory boom strain the semiconductor supply chain - Sourceability,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.341658,1,3,1,3
CL-000170,Ericsson Data Breach Exposes Third-Party Service Risks - Cyber Magazine,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.342606,1,3,1,3
CL-000157,No title available,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.336599,1,3,1,3
CL-000187,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.351929,1,3,1,3
CL-000186,CISA urges companies to secure Microsoft Intune systems after hackers mass-wipe Stryker devices - TechCrunch,DESTRUCTIVE_CYBER_ATTACK,Security Operations,endpoints,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting endpoints, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.350729,1,3,1,3
CL-000185,No title available,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.350142,1,3,1,3
CL-000184,A Cyberattack Just Put Stryker’s $25 Billion Growth Story to the Test - 24/7 Wall St.,UNKNOWN,IT Operations,UNKNOWN,UNKNOWN impacts IT Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.349762,1,3,1,3
CL-000183,Stryker cyberattack alarms health systems - Healthcare IT News,UNKNOWN,Security Operations,systems,UNKNOWN impacts Security Operations,"If UNKNOWN occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.348660,1,3,1,3
CL-000182,Stryker Systems Disrupted in Cyber Attack; Handala Group Claims Responsibility - Arctic Wolf,CYBER_OPERATIONAL_DISRUPTION,Security Operations,systems,CYBER_OPERATIONAL_DISRUPTION impacts Security Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.348175,1,3,1,3
CL-000181,How to reduce networking costs without performance loss - TechTarget,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.347663,1,3,1,3
CL-000190,Strait of Hormuz crisis threatens world fertilizer supply chain - Anadolu Ajansı,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.353483,1,3,1,3
CL-000195,"Supplier Collapse, Supply Delays Leave DART Electric Buses Idle in Wilmington - Delaware LIVE News",UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.355627,1,3,1,3
CL-000197,Thousands of Corewell Health patients affected by 2024 vendor data breach - FOX 2 Detroit,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.356622,1,3,1,3
CL-000198,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.357026,1,3,1,3
CL-000188,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.352447,1,3,1,3
CL-000191,No title available,UNKNOWN,Physical Infrastructure,region,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting region, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.353872,1,3,1,3
CL-000192,No title available,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.354231,1,3,1,3
CL-000193,Deaconess Health System Affected by Vendor Data Breach - The HIPAA Journal,SECURITY_BREACH,Vendor Risk,systems,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting systems, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.354720,1,3,1,3
CL-000189,No title available,UNKNOWN,Distribution Operations,systems,UNKNOWN impacts Distribution Operations,"If UNKNOWN occurs affecting systems, potential disruption to distribution operations.",Potential disruption to Distribution Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.352837,1,3,1,3
CL-000203,Nissan says stolen data came from third-party vendor after hacking group claims breach - The Record from Recorded Future News,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.359192,1,3,1,3
CL-000202,No title available,UNKNOWN,Identity & Access Management,login,UNKNOWN impacts Identity & Access Management,"If UNKNOWN occurs affecting login, potential disruption to identity & access management.",Potential disruption to Identity & Access Management,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.358634,1,3,1,3
CL-000201,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.358292,1,3,1,3
CL-000200,Aramco-Dow joint venture Sadara Chemical halts production amid supply chain disruptions - Arab News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.357935,1,3,1,3
CL-000199,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.357422,1,3,1,3
CL-000204,UK textile supplier collapse highlights ongoing pressure in home furnishings supply chain - InteriorDaily,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.359687,1,3,1,3
CL-000205,No title available,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.360040,1,3,1,3
CL-000207,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.360911,1,3,1,3
CL-000211,No title available,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.362500,1,3,1,3
CL-000210,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.362152,1,3,1,3
CL-000209,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.361798,1,3,1,3
CL-000208,Stryker Cyberattack Has Impacted First Quarter Earnings - The HIPAA Journal,UNKNOWN,Security Operations,UNKNOWN,UNKNOWN impacts Security Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.361412,1,3,1,3
CL-000215,No title available,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.364068,1,3,1,3
CL-000214,No title available,UNKNOWN,Identity & Access Management,login,UNKNOWN impacts Identity & Access Management,"If UNKNOWN occurs affecting login, potential disruption to identity & access management.",Potential disruption to Identity & Access Management,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.363732,1,3,1,3
CL-000218,No title available,UNKNOWN,Cloud Infrastructure,cloud,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.365124,1,3,1,3
CL-000219,Snowflake customers suffer data theft attacks after third-party issue - TechRadar,UNKNOWN,Vendor Risk,UNKNOWN,UNKNOWN impacts Vendor Risk,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.365624,1,3,1,3
